755.43595,54.8876953125
755.505735,54.84375
755.529479,54.4482421875
755.534933,54.140625
755.540721,53.96484375
755.551925,53.7890625
755.555746,53.525390625
755.565782,53.3056640625
755.571959,53.173828125
755.580733,52.9541015625
755.585723,52.7783203125
755.592308,52.6025390625
755.600748,52.2509765625
755.605776,52.03125
755.63067,51.064453125
755.636735,50.888671875
755.645751,50.4931640625
755.651761,50.2734375
755.660721,50.0537109375
755.675839,49.130859375
755.68081,48.9111328125
755.685819,48.6474609375
755.692274,48.3837890625
755.700733,47.8564453125
755.70576,47.63671875
755.730339,46.5380859375
755.736368,46.318359375
755.7467,45.8349609375
755.753192,45.5712890625
755.760761,45.263671875
755.765751,44.6484375
755.772095,44.296875
755.777493,43.9453125
755.785729,43.2421875
755.79211,42.890625
755.800755,42.1875
755.805745,41.8798828125
755.832902,40.2978515625
755.838541,40.0341796875
755.84572,39.5947265625
755.853195,39.4189453125
755.855755,39.2431640625
755.865717,38.9794921875
755.880835,38.7158203125
755.885843,38.583984375
755.89215,38.408203125
755.900813,38.2763671875
755.929083,37.3974609375
755.934778,37.0458984375
755.940751,36.826171875
755.945723,36.650390625
755.953143,36.4306640625
755.955721,36.2109375
755.965738,35.771484375
755.971934,35.5517578125
755.980764,35.1123046875
755.985698,34.892578125
755.991838,34.716796875
756.000742,34.27734375
756.005732,34.0576171875
756.031665,32.9150390625
756.037397,32.6953125
756.045744,32.2998046875
756.053498,32.080078125
756.060807,31.6845703125
756.065723,31.5087890625
756.071826,31.2890625
756.08073,30.8935546875
756.085738,30.7177734375
756.091934,30.498046875
756.100838,30.1025390625
756.105754,29.9267578125
756.128978,28.916015625
756.135805,28.828125
756.145822,28.7841796875
