760.80074,29.0478515625
760.82966,29.091796875
760.851419,29.1357421875
760.930739,29.1796875
760.936322,29.2236328125
760.951904,29.3115234375
760.960994,29.35546875
760.971734,29.4873046875
760.975722,29.5751953125
760.980768,29.619140625
760.985776,29.70703125
760.99212,29.7509765625
761.000858,29.9267578125
761.028924,30.322265625
761.035138,30.498046875
761.04074,30.5859375
761.045823,30.673828125
761.05226,30.76171875
761.060774,30.9375
761.065727,31.025390625
761.070939,31.11328125
761.080734,31.3330078125
761.085742,31.4208984375
761.091753,31.5087890625
761.100823,31.728515625
761.105739,31.81640625
761.129576,32.2998046875
761.135345,32.3876953125
761.145826,32.607421875
761.152801,32.6953125
761.160721,32.783203125
761.172334,32.958984375
761.175765,33.1787109375
761.192869,33.3544921875
761.195725,33.57421875
761.200752,33.662109375
761.205724,33.75
761.229987,34.189453125
761.237185,34.3212890625
761.245718,34.541015625
761.252785,34.62890625
761.260706,34.8486328125
761.265714,34.98046875
761.271762,35.1123046875
761.275843,35.2001953125
761.285748,35.419921875
761.29187,35.5517578125
761.300774,35.771484375
761.305708,35.859375
761.328432,36.298828125
761.334387,36.5185546875
761.340731,36.650390625
761.345795,36.7822265625
761.35635,36.8701171875
761.360746,37.001953125
761.365717,37.265625
761.37182,37.3974609375
761.380928,37.6611328125
761.385751,37.79296875
761.392207,37.96875
761.400721,38.232421875
761.405711,38.408203125
761.429214,38.84765625
761.435428,39.287109375
761.440734,39.462890625
761.445798,39.5947265625
761.452476,39.7705078125
761.460712,40.078125
761.465795,40.2099609375
761.473029,40.3857421875
761.480746,40.693359375
761.485717,40.8251953125
761.492228,41.0009765625
761.500854,41.30859375
761.505733,41.484375
761.530108,42.3193359375
761.536136,42.4951171875
761.545727,42.802734375
761.552553,42.978515625
761.560697,43.154296875
761.565724,43.4619140625
761.572049,43.6376953125
761.580749,43.9453125
761.58572,44.12109375
761.591786,44.296875
761.600746,44.6044921875
761.605736,44.7802734375
761.630018,45.5712890625
761.636362,45.7470703125
761.651851,45.87890625
761.655747,46.0986328125
761.675744,46.40625
761.680734,46.4501953125
761.685761,46.5380859375
761.692068,46.58203125
761.70073,46.7138671875
761.705758,46.8017578125
761.729687,47.373046875
761.735901,47.5048828125
761.745751,47.7685546875
761.75345,47.9443359375
761.755824,48.076171875
761.76573,48.2958984375
761.772593,48.427734375
761.780792,48.7353515625
761.785764,48.9111328125
761.792553,49.0869140625
761.800826,49.39453125
761.805723,49.5263671875
761.829727,50.3173828125
761.834346,50.3173828125
761.835941,50.4931640625
761.845754,50.7568359375
761.852729,50.888671875
761.860761,50.9765625
761.865807,51.2841796875
761.872874,51.416015625
761.880721,51.767578125
761.885748,51.943359375
761.892148,52.119140625
761.900718,52.294921875
761.931177,53.5693359375
761.937206,53.7451171875
761.945757,54.052734375
761.952324,54.1845703125
761.960746,54.31640625
761.965754,54.5361328125
761.972395,54.66796875
761.980743,54.84375
761.98577,54.931640625
761.99293,54.9755859375
762.000758,55.01953125
762.00573,55.0634765625
